id,departamento,salario,idade
21356,Diretoria,10942.37,58
21357,Diretoria,13192.38,46
21358,Engenharia,3452.07,31
21359,Vendas,13933.98,40
21360,Vendas,13324.7,58
21361,Vendas,9202.36,42
21362,Engenharia,6816.36,47
21363,Engenharia,9566.46,27
21364,Diretoria,6580.5,55
21365,Engenharia,4447.92,31
21366,RH,6277.0,41
21367,Engenharia,11006.28,23
21368,Engenharia,9040.93,44
21369,TI,11397.35,43
21370,Engenharia,13606.45,22
21371,Engenharia,8798.71,23
21372,TI,9946.54,36
21373,Engenharia,3601.41,54
21374,Vendas,10144.06,33
21375,TI,13323.16,41
21376,Marketing,6852.6,21
21377,TI,10549.27,30
21378,Engenharia,10297.29,50
21379,Marketing,7316.62,26
21380,Vendas,7154.79,32
21381,Engenharia,7263.32,31
21382,Engenharia,12431.47,62
21383,Marketing,5609.45,21
21384,Engenharia,13916.24,29
21385,Marketing,5820.35,52
21386,RH,4754.52,44
21387,Vendas,6700.4,37
21388,Diretoria,13952.15,50
21389,Vendas,7346.58,36
21390,Diretoria,7187.0,35
21391,Engenharia,12023.21,37
21392,RH,11660.01,32
21393,Marketing,5151.49,22
21394,Marketing,6459.14,56
21395,Marketing,12986.71,53
21396,Diretoria,7720.28,39
21397,RH,7511.89,58
21398,TI,12559.96,45
21399,TI,14244.04,49
21400,RH,4829.13,42
21401,Marketing,10467.07,64
21402,RH,11188.12,52
21403,Vendas,3690.7,22
21404,TI,11558.42,60
21405,Vendas,6800.13,38
21406,Vendas,14807.1,44
21407,Diretoria,11176.11,47
21408,Diretoria,13389.98,41
21409,Diretoria,14851.7,55
21410,RH,7661.82,20
21411,Engenharia,8431.11,57
21412,Diretoria,8744.24,54
21413,Vendas,11233.82,60
21414,Engenharia,5957.15,30
21415,Vendas,5158.83,29
21416,Marketing,8318.93,23
21417,Marketing,5331.45,52
21418,Marketing,9874.05,55
21419,TI,8457.63,20
21420,Vendas,12048.74,40
21421,Marketing,13498.15,53
21422,RH,9012.86,53
21423,Diretoria,7179.19,58
21424,Engenharia,8443.6,20
21425,Engenharia,14581.46,40
21426,RH,12319.57,35
21427,TI,5160.64,61
21428,Vendas,11932.37,48
21429,Marketing,7700.97,49
21430,Marketing,5033.29,47
21431,TI,11071.53,62
21432,TI,11824.85,31
21433,Diretoria,13918.54,37
21434,Engenharia,5994.24,26
21435,Engenharia,9014.1,45
21436,Marketing,13701.84,54
21437,Marketing,14927.83,34
21438,Vendas,12931.2,49
21439,Marketing,9515.17,33
21440,TI,14102.86,26
21441,RH,4392.77,31
21442,Marketing,8903.56,33
21443,RH,12336.51,56
21444,Diretoria,6826.31,30
21445,RH,11210.4,40
21446,Diretoria,14697.74,64
21447,Diretoria,7205.92,61
21448,Diretoria,6715.79,42
21449,Marketing,13204.56,25
21450,Diretoria,5299.82,36
21451,Vendas,10922.94,50
21452,Engenharia,14464.6,55
21453,RH,4322.82,35
21454,RH,9327.04,23
21455,RH,12429.51,51
21456,Vendas,4733.54,44
21457,Engenharia,11658.15,63
21458,Vendas,11380.43,30
21459,Vendas,13321.94,49
21460,Diretoria,3787.52,38
21461,Diretoria,12971.09,25
21462,Engenharia,3850.07,56
21463,TI,11820.23,64
21464,RH,12265.47,33
21465,Vendas,12854.24,36
21466,TI,5459.06,21
21467,RH,5299.69,53
21468,Marketing,10542.67,53
21469,Vendas,5363.73,38
21470,Marketing,3212.99,40
21471,Diretoria,6458.2,44
21472,Marketing,12116.04,41
21473,Marketing,12220.87,29
21474,Marketing,3121.71,32
21475,TI,11878.88,32
21476,RH,4049.07,52
21477,RH,6222.14,22
21478,Engenharia,12779.38,53
21479,TI,13614.59,54
21480,Vendas,8464.13,44
21481,Engenharia,9791.6,62
21482,Vendas,6979.84,62
21483,Vendas,8215.54,30
21484,Engenharia,10390.09,50
21485,Vendas,3602.84,26
21486,Diretoria,13091.04,33
21487,Diretoria,13622.32,46
21488,Diretoria,8477.08,64
21489,Vendas,14279.17,64
21490,TI,8973.91,23
21491,Vendas,5231.6,24
21492,TI,10597.64,40
21493,Vendas,8230.79,24
21494,RH,8298.44,24
21495,RH,7964.72,47
21496,Engenharia,10584.78,21
21497,RH,3631.16,60
21498,Marketing,9761.28,52
21499,RH,3204.28,48
21500,RH,9607.55,24
21501,Diretoria,11846.14,47
21502,Diretoria,14700.96,27
21503,Engenharia,5753.36,25
21504,Vendas,12991.37,21
21505,TI,10862.82,29
21506,Marketing,9809.74,64
21507,Engenharia,3950.72,25
21508,Vendas,6048.45,21
21509,RH,6096.94,36
21510,Engenharia,10882.34,62
21511,TI,9762.62,23
21512,Vendas,11112.12,51
21513,Vendas,7487.15,46
21514,RH,11386.04,45
21515,Engenharia,6314.09,61
21516,Diretoria,3910.69,47
21517,RH,5107.43,63
21518,Diretoria,5267.51,57
21519,RH,8747.45,49
21520,RH,3127.23,21
21521,TI,11922.69,28
21522,TI,4953.02,20
21523,RH,7396.0,63
21524,Vendas,11725.33,64
21525,TI,13837.82,27
21526,Diretoria,9015.48,45
21527,Marketing,11851.53,42
21528,Marketing,3746.21,39
21529,TI,12953.67,39
21530,TI,4127.14,36
21531,Vendas,4165.15,31
21532,Marketing,4658.69,35
21533,Engenharia,8886.71,65
21534,Vendas,6848.49,27
21535,Marketing,13740.45,28
21536,Marketing,14883.9,42
21537,Vendas,14675.63,25
21538,Engenharia,14089.81,32
21539,TI,10315.43,24
21540,Vendas,14797.14,59
21541,Vendas,14282.06,24
21542,Engenharia,14125.11,57
21543,Marketing,11089.39,29
21544,TI,10719.86,62
21545,Diretoria,10051.5,59
21546,Marketing,8828.28,43
21547,Diretoria,5548.34,42
21548,RH,7801.51,39
21549,TI,6175.94,28
21550,Engenharia,8527.58,25
21551,RH,7479.75,23
21552,TI,7945.6,40
21553,RH,9336.17,64
21554,Diretoria,9050.6,38
21555,RH,10199.82,58
21556,RH,14156.75,20
21557,Diretoria,3917.69,65
21558,Marketing,12666.76,53
21559,Engenharia,13662.06,30
21560,Vendas,11678.0,20
21561,Marketing,11652.02,44
21562,Diretoria,3006.75,50
21563,RH,14909.52,34
21564,Engenharia,9399.5,48
21565,Engenharia,11948.91,32
21566,Engenharia,14994.36,56
21567,Marketing,8629.98,40
21568,Engenharia,3957.81,41
21569,Diretoria,9564.61,56
21570,Marketing,13398.01,60
21571,TI,3645.35,51
21572,Vendas,6055.77,36
21573,TI,6998.33,40
21574,Marketing,5206.36,31
21575,Vendas,3237.47,52
21576,RH,13899.23,45
21577,Diretoria,4747.34,50
21578,Diretoria,5647.87,63
21579,RH,7692.74,59
21580,Engenharia,4577.89,32
21581,Engenharia,9912.31,28
21582,Engenharia,5782.8,42
21583,Marketing,14662.16,40
21584,Marketing,9156.3,45
21585,TI,12848.22,39
21586,Engenharia,12373.09,32
21587,Vendas,13008.55,25
21588,Vendas,7851.86,23
21589,Marketing,8389.49,55
21590,TI,14454.95,35
21591,Engenharia,3364.89,53
21592,Engenharia,4199.25,61
21593,Engenharia,5002.68,38
21594,RH,8277.94,29
21595,TI,9773.16,44
21596,RH,3014.34,45
21597,Marketing,14279.01,33
21598,RH,3276.26,26
21599,Engenharia,13962.13,33
21600,TI,11086.61,53
21601,TI,6034.1,37
21602,Engenharia,4249.54,57
21603,Marketing,7434.29,26
21604,Marketing,6727.87,30
21605,Vendas,4522.15,20
21606,RH,10079.96,24
21607,Marketing,11766.18,35
21608,Vendas,4626.32,41
21609,RH,9765.64,46
21610,Marketing,3046.81,34
21611,RH,13190.61,39
21612,Engenharia,5891.27,35
21613,TI,13644.91,35
21614,Diretoria,8977.09,35
21615,Vendas,14364.01,26
21616,Marketing,8390.34,54
21617,Vendas,3242.27,35
21618,Vendas,9046.42,44
21619,Engenharia,9848.8,40
21620,Engenharia,6501.32,32
21621,Marketing,10748.57,36
21622,Engenharia,9879.14,42
21623,Vendas,10988.88,33
21624,TI,11356.03,31
21625,Engenharia,4778.13,33
21626,Diretoria,4055.05,45
21627,Diretoria,12022.32,30
21628,Diretoria,10474.4,55
21629,Marketing,8361.56,65
21630,Diretoria,12013.89,65
21631,TI,5702.9,57
21632,Marketing,10446.8,64
21633,Engenharia,13347.83,20
21634,TI,7722.81,26
21635,TI,5660.86,38
21636,TI,9763.6,34
21637,TI,7985.67,26
21638,TI,7398.92,65
21639,RH,8290.19,36
21640,Marketing,5790.7,50
21641,Vendas,13938.94,42
21642,Engenharia,11118.04,28
21643,Vendas,12738.41,40
21644,Diretoria,12953.25,65
21645,Engenharia,4314.13,26
21646,Marketing,4571.63,37
21647,Marketing,3686.23,57
21648,Diretoria,6910.36,54
21649,Marketing,14166.66,21
21650,Diretoria,3642.31,20
21651,Engenharia,13116.64,35
21652,TI,4145.19,44
21653,Diretoria,3861.29,45
21654,Marketing,4896.82,54
21655,Vendas,8154.2,65
21656,Vendas,4352.89,44
21657,Diretoria,14801.19,61
21658,TI,7381.48,24
21659,Diretoria,11421.8,25
21660,TI,3516.22,42
21661,TI,11171.13,38
21662,Vendas,12926.33,22
21663,TI,3691.21,48
21664,Diretoria,14746.19,56
21665,Marketing,4064.66,45
21666,TI,13670.04,52
21667,Vendas,6983.57,63
21668,RH,5573.79,36
21669,TI,11908.91,32
21670,Vendas,12086.24,29
21671,RH,7110.4,30
21672,Vendas,8876.98,33
21673,Vendas,12817.8,27
21674,Diretoria,3550.42,29
21675,Marketing,14980.86,39
21676,Vendas,4876.98,22
21677,Engenharia,3003.03,31
21678,Vendas,11322.62,33
21679,Engenharia,12201.3,63
21680,Vendas,3350.7,65
21681,Vendas,9275.0,42
21682,RH,12901.15,20
21683,Vendas,9032.27,44
21684,Marketing,9956.81,33
21685,Engenharia,14986.32,49
21686,TI,9874.12,41
21687,Diretoria,6473.47,30
21688,TI,4760.92,21
21689,TI,7434.9,39
21690,RH,5868.19,32
21691,Engenharia,5492.34,62
21692,TI,11684.2,39
21693,Vendas,3466.44,65
21694,Vendas,13025.06,57
21695,Marketing,4281.74,38
21696,Vendas,12893.34,24
21697,Marketing,13574.48,32
21698,Marketing,11210.14,34
21699,Vendas,6234.1,35
21700,Vendas,8832.0,43
21701,Engenharia,4197.06,47
21702,Vendas,5379.77,31
21703,TI,11094.73,60
21704,Diretoria,11014.65,50
21705,RH,14136.03,62
21706,Engenharia,5205.54,20
21707,Vendas,5328.65,56
21708,Engenharia,8986.5,33
21709,TI,13739.58,48
21710,Diretoria,10084.78,50
21711,Diretoria,7750.99,53
21712,RH,14273.31,39
21713,Vendas,3664.11,38
21714,Marketing,12342.48,56
21715,Engenharia,11638.14,22
21716,Vendas,11919.27,60
21717,RH,5974.88,61
21718,Marketing,4153.63,55
21719,Diretoria,14778.08,26
21720,Engenharia,4932.71,41
21721,Marketing,14675.39,46
21722,TI,13237.34,62
21723,RH,14892.28,52
21724,Engenharia,8011.17,38
21725,Vendas,8446.08,55
21726,Vendas,8847.43,48
21727,TI,3918.51,59
21728,Vendas,11654.97,53
21729,Marketing,12726.19,36
21730,Diretoria,10230.02,42
21731,Vendas,3866.02,28
21732,Engenharia,10803.53,22
21733,RH,12286.47,24
21734,Diretoria,13189.72,29
21735,RH,7714.4,32
21736,TI,13020.56,36
21737,RH,14217.6,40
21738,Vendas,6944.4,22
21739,Diretoria,4641.44,29
21740,RH,6080.5,45
21741,TI,11523.4,36
21742,Engenharia,12340.99,23
21743,Marketing,3906.78,51
21744,Marketing,9843.85,28
21745,Engenharia,8152.03,61
21746,Marketing,11798.63,35
21747,Engenharia,14231.35,42
21748,Marketing,11401.11,29
21749,Engenharia,14519.84,31
21750,Diretoria,10769.57,64
21751,RH,10484.88,46
21752,RH,13255.52,24
21753,Vendas,12298.48,58
21754,Vendas,10296.02,30
21755,TI,3909.12,43
21756,Vendas,11161.1,55
21757,TI,11605.7,26
21758,Vendas,14228.3,62
21759,Marketing,10726.63,21
21760,Diretoria,9148.04,41
21761,Diretoria,7738.77,54
21762,TI,5099.22,64
21763,Vendas,6605.74,36
21764,Vendas,8514.13,33
21765,Vendas,6678.08,43
21766,TI,14647.6,48
21767,Diretoria,9183.79,31
21768,RH,3393.13,62
21769,Vendas,6783.96,62
21770,Vendas,10660.69,36
21771,TI,9000.6,45
21772,Diretoria,6538.29,26
21773,RH,11859.89,51
21774,Marketing,5750.43,55
21775,TI,5752.68,31
21776,Marketing,4200.38,26
21777,RH,10150.16,27
21778,Engenharia,8106.31,52
21779,Engenharia,5829.53,24
21780,Diretoria,10713.04,35
21781,Engenharia,7406.51,53
21782,Engenharia,5810.39,64
21783,Vendas,6941.28,39
21784,Diretoria,9583.43,33
21785,Engenharia,4441.09,45
21786,Marketing,7825.9,26
21787,Marketing,8228.9,23
21788,Engenharia,5832.98,51
21789,RH,9111.91,51
21790,RH,5891.06,26
21791,TI,14568.56,34
21792,RH,8439.03,59
21793,Vendas,9649.24,46
21794,RH,10171.16,28
21795,Diretoria,8808.25,63
21796,Engenharia,9411.07,47
21797,TI,14260.33,52
21798,Engenharia,12195.61,27
21799,Vendas,8359.36,32
21800,RH,7945.0,36
21801,Engenharia,7956.32,51
21802,Engenharia,8618.32,31
21803,Engenharia,12397.2,23
21804,Marketing,4332.68,36
21805,TI,14937.1,54
21806,TI,14845.02,45
21807,Diretoria,11885.9,29
21808,Vendas,11878.25,45
21809,Vendas,13408.15,64
21810,Marketing,12662.76,24
21811,Diretoria,9174.88,35
21812,Engenharia,4131.91,45
21813,Engenharia,9420.34,24
21814,Vendas,6847.71,64
21815,RH,7910.56,42
21816,Vendas,10403.73,55
21817,TI,10022.31,65
21818,Engenharia,10681.24,32
21819,RH,11230.03,31
21820,Vendas,13840.65,32
21821,Diretoria,12045.22,52
21822,Diretoria,8366.16,63
21823,Diretoria,3759.28,37
21824,Marketing,3481.67,20
21825,Vendas,4109.7,59
21826,Engenharia,3001.81,36
21827,RH,13632.98,55
21828,Vendas,9014.95,46
21829,Marketing,9184.45,31
21830,RH,11476.72,50
21831,Engenharia,13056.83,51
21832,Marketing,8096.38,43
21833,Diretoria,4460.82,41
21834,RH,8344.71,54
21835,TI,6999.3,29
21836,Vendas,3988.27,63
21837,Vendas,7700.98,45
21838,RH,4905.55,46
21839,Engenharia,11423.47,36
21840,RH,5818.62,60
21841,Diretoria,3486.93,56
21842,Diretoria,12687.11,62
21843,RH,7567.83,51
21844,Diretoria,12112.16,31
21845,Vendas,10110.97,44
21846,Diretoria,10857.46,28
21847,Marketing,14385.52,64
21848,RH,3426.2,50
21849,Marketing,6187.15,49
21850,Engenharia,9144.97,49
21851,Diretoria,4032.71,62
21852,RH,12715.17,45
21853,TI,7250.33,35
21854,TI,13764.77,20
21855,Vendas,10152.47,26
21856,Engenharia,3948.66,35
21857,TI,11596.85,24
21858,Vendas,10233.71,56
21859,RH,5642.32,34
21860,Marketing,6799.0,51
21861,TI,13567.06,27
21862,TI,13386.73,30
21863,Engenharia,3361.11,29
21864,Vendas,3006.32,60
21865,Engenharia,5489.2,36
21866,Engenharia,3958.22,28
21867,Diretoria,11400.61,37
21868,Vendas,13242.78,32
21869,TI,4963.51,39
21870,Marketing,11917.81,45
21871,TI,6838.07,44
21872,TI,4996.77,55
21873,Marketing,14389.01,44
21874,Vendas,7008.7,27
21875,Marketing,11478.92,42
21876,Diretoria,5351.87,22
21877,Vendas,13622.12,43
21878,Vendas,10879.26,40
21879,RH,12779.45,45
21880,Marketing,10971.68,43
21881,Marketing,4972.58,52
21882,Marketing,13920.37,57
21883,RH,8264.25,36
21884,Engenharia,7783.03,31
21885,Engenharia,13870.93,42
21886,TI,7507.63,24
21887,Diretoria,12781.23,39
21888,RH,9896.28,55
21889,Engenharia,7607.48,65
21890,Marketing,14139.97,64
21891,Vendas,7567.02,23
21892,TI,10258.87,61
21893,Diretoria,6425.63,43
21894,TI,8255.77,51
21895,Vendas,7081.51,65
21896,Engenharia,5730.44,44
21897,TI,5802.69,56
21898,Vendas,3833.13,65
21899,Marketing,10835.1,59
21900,Marketing,11873.67,61
21901,Vendas,6928.35,31
21902,RH,5980.71,37
21903,RH,8541.58,33
21904,Diretoria,7227.35,38
21905,TI,10723.22,57
21906,Vendas,10469.96,46
21907,Vendas,4923.62,26
21908,Diretoria,7099.38,60
21909,TI,3943.65,56
21910,Marketing,7401.96,46
21911,Diretoria,6142.37,54
21912,Marketing,6650.2,28
21913,Vendas,12342.19,31
21914,RH,11553.43,56
21915,Engenharia,8861.15,34
21916,RH,8832.16,24
21917,Vendas,4045.59,63
21918,RH,7068.4,21
21919,Vendas,13012.7,25
21920,Vendas,10908.25,64
21921,Marketing,14060.77,56
21922,Diretoria,11358.93,20
21923,Marketing,13057.33,20
21924,Engenharia,6132.34,29
21925,Vendas,5612.92,56
21926,TI,11503.85,28
21927,Vendas,11266.54,59
21928,Diretoria,4915.98,22
21929,Diretoria,14165.07,59
21930,Marketing,6927.23,59
21931,TI,13037.55,38
21932,Engenharia,3940.89,38
21933,Vendas,8745.54,56
21934,RH,5749.27,40
21935,Diretoria,8576.89,40
21936,Engenharia,3811.77,32
21937,RH,4507.77,46
21938,Diretoria,13871.54,41
21939,RH,11558.21,44
21940,Diretoria,3150.35,41
21941,Marketing,6603.62,34
21942,Vendas,6288.76,65
21943,Vendas,9742.58,38
21944,RH,12078.6,37
21945,TI,13226.77,36
21946,RH,14506.32,26
21947,Marketing,9108.63,33
21948,Engenharia,7945.83,35
21949,Diretoria,3025.84,34
21950,Marketing,3601.11,22
21951,Diretoria,3351.14,43
21952,Vendas,3567.48,54
21953,Diretoria,3058.66,58
21954,TI,3546.54,59
21955,TI,7060.33,32
21956,RH,10093.42,64
21957,RH,7599.01,22
21958,Vendas,9701.55,37
21959,Engenharia,3213.41,28
21960,TI,6984.32,45
21961,TI,8374.68,63
21962,RH,14116.45,52
21963,Engenharia,6022.01,36
21964,Engenharia,5433.74,22
21965,TI,6338.75,37
21966,TI,4772.42,29
21967,RH,6632.48,36
21968,TI,11394.2,55
21969,Diretoria,14206.67,55
21970,Diretoria,4086.24,55
21971,RH,4572.25,27
21972,Vendas,6686.76,45
21973,Marketing,9824.2,30
21974,Diretoria,6807.9,47
21975,Diretoria,7980.93,23
21976,Vendas,8470.87,65
21977,Vendas,7008.15,22
21978,Marketing,3896.3,35
21979,Engenharia,13291.83,47
21980,Diretoria,10614.36,32
21981,Vendas,12578.72,54
21982,Engenharia,8859.54,64
21983,Diretoria,3370.89,28
21984,Marketing,10265.07,56
21985,Marketing,5948.05,55
21986,Marketing,6869.41,51
21987,RH,13658.14,63
21988,TI,14119.86,27
21989,RH,13424.63,32
21990,Marketing,3747.07,38
21991,RH,4687.54,22
21992,Engenharia,14564.94,38
21993,Engenharia,5769.4,25
21994,Marketing,10226.83,38
21995,TI,10871.63,56
21996,Vendas,8564.61,56
21997,Engenharia,10443.91,42
21998,Marketing,11053.49,38
21999,Engenharia,10232.16,57
22000,Marketing,10890.68,41
22001,TI,5106.23,49
22002,RH,8291.04,62
22003,Engenharia,12062.53,58
22004,RH,6587.47,46
22005,TI,5123.04,39
22006,Marketing,4949.14,50
22007,Engenharia,11822.22,32
22008,Engenharia,6330.47,32
22009,Engenharia,8501.22,51
22010,Marketing,3347.84,35
22011,RH,10480.68,60
22012,Marketing,11567.06,55
22013,Engenharia,4960.87,34
22014,RH,11148.97,30
22015,Vendas,7318.21,27
22016,Diretoria,7331.56,39
22017,Diretoria,11969.93,50
22018,Marketing,12265.33,37
22019,TI,11405.67,24
22020,Engenharia,3920.75,28
22021,Diretoria,13042.27,50
22022,Marketing,7298.56,24
22023,Diretoria,13472.01,21
22024,Vendas,4232.29,42
22025,Marketing,9695.24,37
22026,TI,9065.72,36
22027,TI,11899.31,44
22028,Marketing,10324.0,45
22029,Vendas,12151.72,26
22030,RH,11891.22,59
22031,Marketing,11219.22,54
22032,TI,4642.56,46
22033,Vendas,12451.55,58
22034,Marketing,10339.15,34
22035,TI,7145.62,37
22036,Marketing,6001.84,27
22037,RH,10023.73,52
22038,TI,6798.78,64
22039,Diretoria,5108.28,27
22040,Diretoria,11448.6,44
22041,TI,11891.49,64
22042,Diretoria,4054.3,40
22043,Vendas,5444.66,43
22044,Diretoria,6891.64,58
22045,TI,14836.03,33
22046,RH,3215.04,46
22047,RH,14068.17,65
22048,RH,7417.23,49
22049,Vendas,13756.16,58
22050,Engenharia,5101.59,49
22051,Vendas,10458.68,61
22052,Marketing,7355.41,53
22053,Vendas,14476.94,38
22054,RH,5551.73,22
22055,Engenharia,13802.91,36
22056,Marketing,11314.47,29
22057,Marketing,3859.65,46
22058,Vendas,4816.35,30
22059,Marketing,10192.3,61
22060,Diretoria,10828.19,42
22061,Diretoria,10069.86,61
22062,Diretoria,6676.36,35
22063,Marketing,5679.78,30
22064,Diretoria,7213.05,40
22065,Marketing,4716.19,48
22066,Diretoria,10781.3,32
22067,TI,3977.2,50
22068,Marketing,11300.21,33
22069,Engenharia,5991.38,25
22070,TI,10707.17,47
22071,TI,10799.57,23
22072,RH,13859.55,38
22073,Marketing,13911.23,41
22074,Engenharia,11629.63,32
22075,Marketing,13956.57,37
22076,Vendas,13243.13,24
22077,Vendas,7458.9,61
22078,TI,11329.08,56
22079,Marketing,12699.92,38
22080,RH,8353.81,37
22081,Engenharia,10576.21,61
22082,Diretoria,11233.1,58
22083,Vendas,10232.13,45
22084,Engenharia,5414.33,63
22085,Diretoria,3989.18,42
22086,Diretoria,10593.27,37
22087,TI,12172.49,54
22088,Diretoria,3463.43,27
22089,Diretoria,11904.36,55
22090,Marketing,4700.2,50
22091,Engenharia,13527.61,30
22092,RH,7215.56,45
22093,RH,13002.28,40
22094,Marketing,8428.88,25
22095,RH,5959.98,64
22096,RH,12405.72,55
22097,RH,10028.59,37
22098,Diretoria,5002.91,36
22099,Diretoria,10742.53,31
22100,Marketing,7553.18,27
22101,TI,7780.77,59
22102,Vendas,7885.73,33
22103,Marketing,14185.48,36
22104,Diretoria,6456.33,45
22105,TI,11013.2,50
22106,Marketing,8158.44,65
22107,RH,5492.98,62
22108,Engenharia,4584.84,54
22109,Diretoria,13736.38,54
22110,TI,7500.05,36
22111,RH,12559.82,44
22112,TI,5286.57,58
22113,RH,3700.5,56
22114,RH,3687.16,55
22115,RH,10425.11,63
22116,TI,10634.19,27
22117,Vendas,9978.62,21
22118,Vendas,6803.39,38
22119,Engenharia,13411.08,25
22120,RH,5944.05,26
22121,Diretoria,4558.3,35
22122,Marketing,7953.61,54
22123,TI,11946.79,35
22124,RH,4470.27,20
22125,Vendas,10385.29,28
22126,TI,11395.57,30
22127,Vendas,9398.12,22
22128,Engenharia,11831.57,31
22129,Diretoria,13114.0,22
22130,Diretoria,11100.94,37
22131,Marketing,13966.1,35
22132,Vendas,10874.94,21
22133,RH,12381.97,27
22134,Vendas,12918.06,47
22135,RH,8220.61,55
22136,Marketing,3447.8,46
22137,Vendas,5225.04,56
22138,Engenharia,4509.76,38
22139,Marketing,12268.65,59
22140,Engenharia,8073.24,50
22141,Marketing,5144.85,28
22142,Marketing,6165.62,59
22143,Diretoria,11251.59,63
22144,Marketing,8805.72,41
22145,RH,5021.98,48
22146,Marketing,5901.68,42
22147,TI,4662.58,22
22148,Marketing,10487.42,54
22149,Engenharia,6770.35,57
22150,RH,9162.1,49
22151,TI,8919.64,23
22152,Vendas,11081.64,27
22153,Vendas,13385.74,53
22154,RH,13272.54,49
22155,Engenharia,5570.13,63
22156,TI,12952.42,43
22157,RH,7088.18,52
22158,Diretoria,10226.06,59
22159,Marketing,7216.74,43
22160,Marketing,11142.61,39
22161,Diretoria,10025.54,23
22162,RH,11936.94,26
22163,RH,3012.13,30
22164,Vendas,10534.37,32
22165,TI,13717.18,62
22166,RH,4942.46,48
22167,TI,11591.88,53
22168,RH,7751.16,49
22169,TI,6690.58,26
22170,RH,13417.84,64
22171,RH,8417.12,50
22172,Diretoria,5003.19,63
22173,Vendas,5103.17,62
22174,Engenharia,3738.9,47
22175,Diretoria,8573.5,61
22176,Marketing,6560.24,43
22177,RH,6896.73,54
22178,Marketing,4297.99,34
22179,Engenharia,10725.51,29
22180,Diretoria,12959.41,49
22181,Engenharia,14703.16,59
22182,Marketing,6301.94,28
22183,Vendas,8900.85,30
22184,Vendas,5473.14,60
22185,Diretoria,14361.05,38
22186,TI,11956.01,42
22187,Diretoria,8219.87,38
22188,Marketing,6341.79,44
22189,Diretoria,8166.2,60
22190,Engenharia,9402.4,30
22191,Vendas,6504.58,44
22192,Engenharia,13821.9,54
22193,RH,5469.62,36
22194,RH,7038.21,64
22195,Marketing,6904.25,54
22196,Vendas,3623.59,25
22197,TI,12593.67,53
22198,TI,13958.67,46
22199,Marketing,11153.18,25
22200,RH,7382.66,33
22201,Engenharia,10313.86,55
22202,Diretoria,12936.42,24
22203,Marketing,12643.64,26
22204,TI,12189.99,27
22205,Engenharia,9230.66,37
22206,Engenharia,14111.46,61
22207,TI,9653.28,38
22208,Vendas,5210.68,61
22209,Vendas,12164.55,52
22210,Engenharia,11447.23,56
22211,Diretoria,7670.73,44
22212,Vendas,5648.48,51
22213,Marketing,13115.47,31
22214,Vendas,13776.23,25
22215,Vendas,5950.5,30
22216,Marketing,8442.9,54
22217,Diretoria,12098.41,50
22218,TI,10476.63,41
22219,TI,8707.98,30
22220,Diretoria,11209.18,38
22221,Engenharia,3935.77,55
22222,RH,4113.28,27
22223,RH,8578.65,36
22224,Engenharia,5845.15,33
22225,Vendas,10361.76,52
22226,Marketing,3158.48,32
22227,RH,10825.84,31
22228,TI,14716.38,48
22229,Marketing,11379.52,30
22230,Marketing,13548.35,30
22231,RH,9230.46,24
22232,TI,4352.86,39
22233,Engenharia,9220.91,37
22234,Marketing,8920.89,57
22235,Marketing,3969.59,61
22236,Diretoria,5457.61,31
22237,Marketing,11187.46,55
22238,RH,14388.1,39
22239,TI,4849.46,43
22240,Marketing,14366.39,43
22241,Diretoria,3078.43,56
22242,Marketing,3452.31,36
22243,RH,12538.83,41
22244,Diretoria,9320.96,40
22245,TI,7286.9,59
22246,Marketing,13368.1,31
22247,Engenharia,5043.63,35
22248,Marketing,7530.76,39
22249,Marketing,10666.99,29
22250,Marketing,11581.42,23
22251,RH,4243.47,20
22252,Vendas,11436.27,28
22253,Marketing,4490.19,46
22254,Marketing,11738.6,45
22255,TI,13114.06,31
22256,RH,14344.15,53
22257,Engenharia,12667.45,58
22258,TI,10742.94,48
22259,Diretoria,6546.37,36
22260,Engenharia,13660.15,64
22261,Diretoria,4439.47,31
22262,Marketing,7854.79,64
22263,Marketing,14993.83,46
22264,Marketing,13285.54,33
22265,Vendas,8715.63,41
22266,Vendas,5952.38,60
22267,Diretoria,6050.84,41
22268,Vendas,14928.14,61
22269,Marketing,5585.78,61
22270,Diretoria,10871.75,48
22271,Engenharia,14188.96,50
22272,Vendas,6308.13,38
22273,Vendas,7473.58,47
22274,Engenharia,14141.94,36
22275,RH,7977.94,24
22276,Engenharia,12590.51,33
22277,Vendas,4785.0,38
22278,Vendas,3164.12,31
22279,Marketing,4706.34,20
22280,Diretoria,7755.75,42
22281,TI,5475.45,54
22282,Engenharia,11997.26,62
22283,Marketing,10845.05,30
22284,TI,8601.87,61
22285,Marketing,13995.4,52
22286,TI,12465.51,55
22287,Vendas,12421.56,23
22288,Diretoria,6309.36,64
22289,Vendas,12716.64,60
22290,Vendas,14949.65,56
22291,Marketing,3522.59,21
22292,Vendas,14999.76,41
22293,TI,4476.99,22
22294,Diretoria,13122.97,20
22295,Vendas,6028.48,63
22296,Vendas,14035.54,58
22297,Vendas,4125.81,60
22298,Diretoria,14925.41,48
22299,RH,7239.27,31
22300,TI,8239.72,32
22301,Engenharia,4676.17,65
22302,Diretoria,10027.06,24
22303,Engenharia,11255.84,49
22304,RH,5432.46,28
22305,TI,14986.7,45
22306,Marketing,6221.9,45
