id,departamento,salario,idade
2615,RH,9119.95,22
2616,Marketing,10728.94,52
2617,Marketing,6697.87,36
2618,RH,8233.34,47
2619,TI,9757.24,54
2620,RH,7035.79,61
2621,Vendas,3427.25,62
2622,Engenharia,10424.47,45
2623,Diretoria,3446.39,41
2624,TI,3670.49,51
2625,TI,14298.63,32
2626,Marketing,12664.16,20
2627,Diretoria,8394.84,33
2628,Diretoria,5026.39,54
2629,Engenharia,12304.54,32
2630,Engenharia,4427.84,53
2631,TI,5143.11,27
2632,RH,14504.85,37
2633,Marketing,11433.36,53
2634,Engenharia,4320.16,40
2635,Diretoria,11548.37,65
2636,Engenharia,3706.08,60
2637,Engenharia,9432.99,50
2638,RH,12147.69,29
2639,Vendas,14655.5,50
2640,Engenharia,9098.7,38
2641,Vendas,13066.29,46
2642,Diretoria,14145.42,44
2643,Diretoria,8407.35,49
2644,TI,11218.32,20
2645,Diretoria,11697.75,29
2646,RH,5605.34,27
2647,Diretoria,10116.01,21
2648,Vendas,8180.99,33
2649,TI,9657.76,42
2650,RH,10581.22,53
2651,Diretoria,12064.91,20
2652,Diretoria,8977.84,34
2653,RH,13511.66,36
2654,RH,4373.14,45
2655,RH,14686.32,21
2656,Engenharia,10922.33,54
2657,Diretoria,7279.44,50
2658,Diretoria,11173.57,45
2659,Marketing,10385.41,29
2660,TI,13464.72,26
2661,RH,5156.69,48
2662,Diretoria,4374.38,49
2663,Vendas,14132.67,34
2664,TI,9157.65,62
2665,Marketing,4457.96,28
2666,Engenharia,8284.37,41
2667,TI,7669.86,40
2668,TI,7753.24,22
2669,Marketing,3284.97,22
2670,Diretoria,11619.21,54
2671,Diretoria,5804.13,25
2672,TI,6754.82,55
2673,Vendas,10365.24,29
2674,Vendas,13148.95,20
2675,Diretoria,3154.29,64
2676,TI,11637.98,51
2677,Marketing,4637.88,65
2678,TI,6237.71,56
2679,Diretoria,6125.89,64
2680,RH,4963.77,24
2681,Marketing,9948.6,56
2682,Marketing,11955.11,31
2683,RH,12316.83,35
2684,TI,7120.11,37
2685,RH,11093.58,56
2686,Vendas,5728.96,56
2687,TI,13926.44,38
2688,RH,5324.67,59
2689,Diretoria,12384.56,51
2690,Diretoria,9574.95,48
2691,RH,14329.93,44
2692,TI,14958.09,52
2693,Marketing,13115.66,43
2694,Marketing,10009.88,64
2695,Marketing,9347.23,53
2696,RH,6762.18,41
2697,TI,4768.66,31
2698,Diretoria,10224.96,39
2699,RH,14873.14,35
2700,Vendas,7831.5,28
2701,Vendas,12975.14,33
2702,RH,12032.45,36
2703,RH,3743.28,26
2704,Engenharia,6567.08,20
2705,TI,10114.07,40
2706,Vendas,4188.72,64
2707,Engenharia,8432.59,31
2708,Vendas,5248.0,35
2709,Marketing,11100.02,41
2710,Marketing,6876.44,22
2711,Marketing,5568.12,21
2712,Marketing,10025.42,52
2713,Engenharia,8361.7,53
2714,Marketing,13373.46,35
2715,Engenharia,6552.92,53
2716,RH,13433.76,65
2717,TI,4048.93,37
2718,Vendas,12780.02,27
2719,TI,5325.73,56
2720,TI,6443.68,64
2721,RH,3362.1,32
2722,Diretoria,3882.19,34
2723,TI,12820.19,31
2724,Engenharia,8072.02,41
2725,Vendas,10876.13,29
2726,Engenharia,7352.22,64
2727,Marketing,3789.76,57
2728,TI,6788.6,59
2729,RH,10880.99,25
2730,Diretoria,12101.86,54
2731,Vendas,12870.64,56
2732,Vendas,11495.57,59
2733,Diretoria,6001.13,51
2734,Marketing,10347.23,64
2735,Diretoria,5767.72,32
2736,TI,4354.05,31
2737,Engenharia,10081.98,30
2738,Vendas,7535.24,57
2739,TI,5802.6,36
2740,Vendas,12708.48,21
2741,Diretoria,14837.26,40
2742,Engenharia,4420.28,46
2743,RH,12943.24,37
2744,RH,9705.81,48
2745,Vendas,10498.52,24
2746,RH,9422.87,31
2747,TI,5914.94,43
2748,Vendas,5915.42,59
2749,RH,9230.03,27
2750,Marketing,12344.94,25
2751,TI,11584.99,63
2752,Vendas,13965.36,48
2753,TI,7600.56,26
2754,Engenharia,8489.99,51
2755,TI,11178.96,51
2756,Engenharia,9224.47,28
2757,Diretoria,7371.26,27
2758,TI,12115.45,22
2759,Engenharia,14294.89,53
2760,Diretoria,14405.88,28
2761,RH,7252.02,26
2762,Engenharia,4654.91,65
2763,RH,13163.34,38
2764,RH,4642.99,24
2765,Diretoria,7131.9,50
2766,Diretoria,11248.14,50
2767,Vendas,9221.5,62
2768,Diretoria,4756.36,44
2769,Vendas,9671.01,57
2770,Diretoria,8940.92,49
2771,Engenharia,9873.29,29
2772,Vendas,13242.87,40
2773,Diretoria,8895.75,62
2774,Engenharia,5598.26,62
2775,Diretoria,7860.57,45
2776,Marketing,3831.21,30
2777,Engenharia,9834.34,62
2778,Diretoria,12805.46,58
2779,Vendas,6921.33,33
2780,Diretoria,7523.84,24
2781,RH,7862.96,48
2782,Engenharia,5036.5,23
2783,Marketing,3978.52,28
2784,RH,14738.08,56
2785,TI,3230.62,38
2786,Marketing,12702.84,42
2787,Diretoria,4815.56,35
2788,TI,10739.15,22
2789,Diretoria,10895.75,27
2790,RH,12932.71,46
2791,RH,12773.06,22
2792,TI,9395.81,64
2793,Engenharia,10386.19,49
2794,TI,4114.75,26
2795,Engenharia,4370.46,63
2796,TI,13139.59,39
2797,Vendas,13744.92,30
2798,Vendas,5416.63,51
2799,Engenharia,6701.18,56
2800,Marketing,6981.03,26
2801,Diretoria,10422.33,61
2802,RH,10675.01,35
2803,Diretoria,12825.86,53
2804,Marketing,13677.72,41
2805,TI,6170.81,23
2806,RH,9889.17,58
2807,Vendas,10131.08,64
2808,Engenharia,4691.92,59
2809,Engenharia,5685.82,52
2810,Diretoria,6844.22,42
2811,RH,13524.76,64
2812,Engenharia,10652.25,60
2813,TI,12846.48,30
2814,Engenharia,4078.35,38
2815,TI,14180.47,34
2816,Marketing,12871.15,59
2817,Diretoria,4501.89,31
2818,Engenharia,9988.3,20
2819,RH,6172.36,28
2820,Marketing,8810.12,33
2821,TI,4845.32,59
2822,TI,12828.3,41
2823,TI,9768.53,62
2824,RH,5042.03,20
2825,TI,14919.77,22
2826,Vendas,9909.31,38
2827,Diretoria,6037.73,63
2828,Engenharia,5344.01,21
2829,Vendas,4912.53,53
2830,Engenharia,6813.67,46
2831,RH,8921.27,37
2832,Diretoria,4991.45,24
2833,Vendas,12922.04,49
2834,Diretoria,9472.6,42
2835,Marketing,7195.91,60
2836,Marketing,7448.23,40
2837,Marketing,5906.3,23
2838,RH,8999.99,54
2839,Vendas,11148.1,21
2840,Engenharia,6420.17,50
2841,Marketing,11537.3,28
2842,RH,8193.38,63
2843,Engenharia,4034.38,61
2844,Diretoria,9335.7,48
2845,Engenharia,12977.57,65
2846,Engenharia,3194.84,33
2847,Engenharia,6312.89,45
2848,Engenharia,9359.89,46
2849,RH,12808.23,21
2850,Vendas,11007.03,23
2851,RH,10320.09,54
2852,Diretoria,3805.76,35
2853,Diretoria,11636.06,57
2854,Marketing,6885.3,26
2855,Engenharia,14721.52,36
2856,Diretoria,3363.61,45
2857,RH,4784.33,22
2858,Vendas,4099.98,32
2859,RH,8766.62,44
2860,Engenharia,3368.18,41
2861,Vendas,4906.25,55
2862,Diretoria,4706.72,50
2863,Vendas,7102.6,45
2864,Engenharia,5877.19,32
2865,TI,9405.47,64
2866,Marketing,3878.38,52
2867,Vendas,8869.44,24
2868,RH,6333.34,37
2869,Vendas,9988.84,24
2870,RH,12363.46,58
2871,Diretoria,11765.91,21
2872,Marketing,10064.77,54
2873,RH,9787.71,36
2874,Engenharia,14665.94,34
2875,Engenharia,4513.73,65
2876,Vendas,13465.12,53
2877,Vendas,12889.36,50
2878,Diretoria,14550.59,52
2879,Engenharia,8316.84,52
2880,TI,8173.52,25
2881,Vendas,7305.77,58
2882,Engenharia,3717.98,48
2883,Vendas,7439.66,52
2884,RH,10617.76,52
2885,Diretoria,4418.13,23
2886,Vendas,8628.49,22
2887,Vendas,5605.13,60
2888,RH,9527.65,22
2889,Marketing,4772.93,60
2890,TI,7667.02,36
2891,RH,12482.91,44
2892,Marketing,11929.33,27
2893,Diretoria,12898.45,48
2894,Vendas,9557.31,28
2895,Vendas,13347.08,23
2896,Marketing,11641.92,60
2897,TI,13425.15,49
2898,Engenharia,14753.33,23
2899,Marketing,14868.67,37
2900,RH,8257.1,29
2901,Marketing,8563.41,26
2902,TI,14318.97,44
2903,Engenharia,14746.05,25
2904,Diretoria,7065.85,61
2905,Engenharia,8180.8,29
2906,Diretoria,10660.21,24
2907,Engenharia,10313.93,50
2908,Marketing,5319.03,57
2909,Marketing,4633.71,59
2910,TI,12853.0,46
2911,Diretoria,11335.16,59
2912,Marketing,9842.65,53
2913,Engenharia,12438.14,55
2914,Diretoria,5020.32,33
2915,RH,4370.36,61
2916,RH,9660.48,32
2917,TI,11377.44,35
2918,Vendas,4070.44,29
2919,RH,8126.23,65
2920,TI,6334.88,26
2921,Marketing,13928.55,37
2922,Diretoria,10185.1,28
2923,TI,11463.82,36
2924,Marketing,10723.62,34
2925,TI,11751.5,46
2926,Vendas,14284.8,37
2927,Marketing,7525.4,49
2928,Engenharia,10437.88,50
2929,Marketing,14424.25,61
2930,TI,13240.61,30
2931,Diretoria,3263.55,40
2932,Vendas,3482.69,45
2933,Engenharia,5581.5,52
2934,Vendas,12874.2,55
2935,TI,14229.88,48
2936,Vendas,5297.31,56
2937,Marketing,8970.6,55
2938,Vendas,9743.62,36
2939,RH,12955.98,49
2940,Marketing,8679.51,40
2941,Vendas,8705.77,30
2942,Vendas,13589.01,60
2943,TI,13676.64,32
2944,Vendas,12373.56,49
2945,TI,6696.64,33
2946,Diretoria,5486.32,26
2947,Vendas,8036.21,24
2948,Marketing,10946.35,20
2949,TI,8547.78,57
2950,Engenharia,5256.25,65
2951,RH,11344.87,39
2952,Vendas,3282.1,35
2953,Engenharia,6749.42,49
2954,TI,9800.11,29
2955,Marketing,5644.89,62
2956,RH,3707.82,22
2957,Vendas,5770.42,63
2958,Marketing,3490.56,59
2959,Engenharia,14096.96,23
2960,Marketing,7728.41,49
2961,Engenharia,14898.53,23
2962,Vendas,8725.92,49
2963,Diretoria,9621.26,26
2964,Diretoria,12471.87,23
2965,Engenharia,4147.44,40
2966,RH,12655.07,23
2967,TI,4530.13,34
2968,Diretoria,6580.91,44
2969,Diretoria,8099.66,57
2970,TI,3470.24,55
2971,Diretoria,5701.11,51
2972,Diretoria,6460.58,39
2973,Diretoria,9302.72,46
2974,TI,4056.8,22
2975,Vendas,14325.28,43
2976,TI,14758.03,56
2977,Diretoria,6442.43,49
2978,Diretoria,3967.89,33
2979,Diretoria,12309.3,43
2980,Vendas,14140.44,54
2981,Marketing,9327.96,46
2982,Diretoria,9203.7,26
2983,Diretoria,12431.56,33
2984,Diretoria,6748.41,40
2985,Vendas,13375.27,65
2986,TI,5411.8,61
2987,Diretoria,7950.02,60
2988,Diretoria,5698.91,41
2989,RH,12565.75,35
2990,Diretoria,11547.25,39
2991,Engenharia,9018.58,28
2992,TI,9495.39,33
2993,Vendas,4468.22,52
2994,Marketing,6388.59,27
2995,Engenharia,9656.08,65
2996,Diretoria,6214.55,59
2997,RH,4558.33,33
2998,Marketing,12609.5,58
2999,Marketing,11155.92,29
3000,Vendas,14822.75,34
3001,RH,8983.01,38
3002,RH,6030.56,61
3003,TI,7834.81,25
3004,RH,7413.75,27
3005,Diretoria,9544.86,29
3006,Marketing,14308.15,23
3007,Marketing,13191.28,42
3008,TI,13921.54,31
3009,Engenharia,12416.95,48
3010,Diretoria,13193.08,60
3011,TI,7163.88,43
3012,Marketing,12414.85,22
3013,Marketing,4434.42,40
3014,Diretoria,11619.21,53
3015,RH,9722.34,24
3016,RH,12828.0,43
3017,Vendas,12286.18,20
3018,RH,12237.87,52
3019,Engenharia,11841.86,52
3020,TI,7168.58,24
3021,TI,7069.6,53
3022,Engenharia,13183.06,29
3023,TI,3526.91,57
3024,Marketing,5888.36,58
3025,Diretoria,5108.14,57
3026,Vendas,8649.8,45
3027,Marketing,6446.07,54
3028,TI,3229.19,41
3029,RH,13239.89,32
3030,RH,12866.28,49
3031,Diretoria,7958.09,60
3032,Vendas,8968.6,22
3033,Marketing,6363.86,23
3034,Vendas,10893.78,38
3035,Marketing,10365.44,46
3036,Vendas,4814.64,37
3037,RH,9355.65,38
3038,Engenharia,10797.54,46
3039,RH,3308.86,35
3040,TI,4196.55,39
3041,Engenharia,10385.94,27
3042,Engenharia,7699.33,62
3043,RH,12605.35,42
3044,TI,3171.46,57
3045,Diretoria,4444.76,25
3046,Marketing,5798.95,54
3047,RH,9378.53,45
3048,Diretoria,4964.44,63
3049,RH,12175.63,47
3050,Diretoria,4775.4,49
3051,TI,5734.37,24
3052,TI,5297.44,62
3053,TI,4951.55,53
3054,Engenharia,9836.46,24
3055,Engenharia,9157.49,44
3056,RH,12423.37,48
3057,Engenharia,11204.47,59
3058,Diretoria,4019.23,32
3059,Marketing,3115.05,34
3060,Vendas,11728.31,65
3061,Marketing,6653.33,29
3062,TI,12868.7,49
3063,Engenharia,12529.09,50
3064,TI,8958.9,52
3065,RH,4770.64,39
3066,TI,13775.02,47
3067,Diretoria,3781.62,24
3068,RH,13359.7,25
3069,Engenharia,7640.65,41
3070,Engenharia,5021.26,38
3071,Diretoria,7455.25,52
3072,RH,5328.39,50
3073,Diretoria,5768.71,37
3074,RH,6201.77,43
3075,Vendas,9847.03,34
3076,Diretoria,5891.27,23
3077,Vendas,11676.48,53
3078,TI,8074.02,52
3079,Diretoria,9792.86,55
3080,Vendas,6957.66,31
3081,Marketing,7157.88,57
3082,Vendas,3942.32,46
3083,Vendas,5956.28,37
3084,RH,5991.14,26
3085,Marketing,13823.06,53
3086,RH,11103.17,49
3087,Marketing,14941.45,27
3088,TI,10381.38,27
3089,TI,11401.51,57
3090,Engenharia,5705.85,49
3091,Engenharia,5080.56,39
3092,TI,14084.41,33
3093,Marketing,14325.98,32
3094,Diretoria,4228.25,38
3095,Marketing,11512.42,57
3096,Marketing,5746.91,43
3097,Vendas,8983.77,65
3098,Vendas,10113.74,49
3099,RH,13097.03,36
3100,RH,7288.17,24
3101,Diretoria,9642.05,58
3102,Marketing,13197.39,52
3103,Engenharia,12451.38,24
3104,Vendas,8833.99,58
3105,TI,8578.91,31
3106,Vendas,10755.39,35
3107,Vendas,5478.99,46
3108,Marketing,11971.11,47
3109,Diretoria,3386.25,45
3110,RH,6346.31,61
3111,Marketing,12764.53,36
3112,RH,14413.87,59
3113,RH,7633.02,34
3114,Vendas,3948.4,28
3115,RH,6866.29,27
3116,TI,9452.18,20
3117,Vendas,6391.38,29
3118,Marketing,8250.29,53
3119,Vendas,7489.93,58
3120,TI,14407.3,28
3121,Marketing,13093.57,49
3122,Vendas,12948.43,38
3123,Engenharia,10244.45,37
3124,Diretoria,8680.03,30
3125,Engenharia,7208.95,43
3126,Marketing,10946.25,50
3127,RH,13133.32,43
3128,Marketing,13356.73,63
3129,Marketing,12319.52,46
3130,TI,9468.85,28
3131,Marketing,14541.98,36
3132,Diretoria,5911.92,20
3133,Engenharia,7223.09,21
3134,RH,10588.82,52
3135,Vendas,14891.92,29
3136,Diretoria,11410.05,46
3137,Engenharia,9949.44,23
3138,TI,4751.23,35
3139,Marketing,8358.72,59
3140,Vendas,8947.77,60
3141,Marketing,11603.94,61
3142,RH,14426.97,31
3143,RH,10302.98,51
3144,Engenharia,9014.61,49
3145,Marketing,12004.98,59
3146,Diretoria,10481.68,31
3147,TI,5949.71,20
3148,Engenharia,3346.67,53
3149,Engenharia,10620.28,45
3150,Engenharia,4134.18,23
3151,Diretoria,4456.17,59
3152,Engenharia,14166.33,53
3153,Diretoria,4411.12,41
3154,TI,3266.62,21
3155,RH,9772.96,57
3156,TI,3981.57,50
3157,Marketing,12222.23,65
3158,Vendas,11313.52,33
3159,Diretoria,14679.82,49
3160,Engenharia,7446.86,32
3161,Vendas,4211.16,65
3162,TI,4735.99,29
3163,TI,8900.58,30
3164,Engenharia,4709.96,49
3165,TI,10558.65,63
3166,RH,7915.14,50
3167,Marketing,13408.48,52
3168,Marketing,4576.29,54
3169,Engenharia,7941.45,24
3170,RH,13494.42,25
3171,Engenharia,4519.27,64
3172,Engenharia,7165.28,42
3173,RH,3152.58,54
3174,Engenharia,8209.4,29
3175,Engenharia,7302.92,64
3176,RH,4519.11,40
3177,Engenharia,10985.88,50
3178,Vendas,11513.71,39
3179,Vendas,5863.96,30
3180,Vendas,11656.32,53
3181,TI,3762.23,28
3182,RH,6498.07,63
3183,TI,8741.13,60
3184,Diretoria,12733.49,48
3185,Diretoria,7502.88,54
3186,Diretoria,13606.49,50
3187,Engenharia,3204.87,60
3188,Vendas,4742.78,56
3189,RH,11226.03,45
3190,Marketing,8571.04,63
3191,TI,10457.37,48
3192,TI,14806.47,37
3193,Diretoria,12239.45,52
3194,Marketing,4911.39,47
3195,Marketing,13026.15,47
3196,Marketing,3331.94,64
3197,Marketing,6131.1,20
3198,Diretoria,14410.25,57
3199,Marketing,4052.44,45
3200,RH,7460.75,26
3201,Engenharia,6372.48,51
3202,Engenharia,13664.21,33
3203,Diretoria,7233.75,47
3204,Vendas,5717.48,46
3205,Engenharia,6292.8,51
3206,Engenharia,4395.02,39
3207,Diretoria,11722.59,32
3208,Engenharia,8050.95,33
3209,TI,4758.86,37
3210,TI,14304.72,58
3211,Vendas,13524.32,35
3212,Diretoria,8162.73,54
3213,Marketing,11770.93,32
3214,Vendas,12941.91,30
3215,RH,10268.32,52
3216,Diretoria,4087.96,50
3217,Engenharia,4478.14,34
3218,Marketing,14550.84,36
3219,Engenharia,11182.75,24
3220,Engenharia,5581.2,42
3221,Marketing,12334.32,42
3222,RH,5044.35,30
3223,Marketing,10589.15,27
3224,Diretoria,8712.15,22
3225,Engenharia,6565.49,63
3226,Diretoria,10992.21,40
3227,Diretoria,8516.84,51
3228,Diretoria,10995.95,58
3229,RH,6060.67,61
3230,Vendas,13624.85,38
3231,Vendas,13310.56,42
3232,Engenharia,8517.66,22
3233,RH,13978.62,47
3234,Engenharia,6648.92,53
3235,TI,3370.12,30
3236,TI,6629.7,39
3237,Diretoria,4011.52,43
3238,Vendas,13186.76,40
3239,Vendas,4342.64,33
3240,TI,4609.87,25
3241,Marketing,7986.23,45
3242,Marketing,9607.4,33
3243,Marketing,5172.39,57
3244,TI,7780.2,29
3245,Diretoria,3886.0,50
3246,TI,5068.9,33
3247,RH,12102.9,46
3248,RH,8832.49,49
3249,Marketing,9588.23,24
3250,Engenharia,14055.27,37
3251,Vendas,10451.04,62
3252,TI,5174.28,28
3253,Vendas,9751.99,30
3254,TI,7396.59,58
3255,Marketing,9655.72,64
3256,Engenharia,8602.73,31
3257,Vendas,13580.69,48
3258,Diretoria,13245.67,39
3259,RH,6626.62,58
3260,Vendas,10079.13,52
3261,TI,4844.16,21
3262,Engenharia,8733.55,48
3263,Diretoria,8267.0,34
3264,TI,9159.74,55
3265,TI,6591.52,39
3266,Engenharia,3806.86,41
3267,TI,11107.81,59
3268,Vendas,9803.71,63
3269,Vendas,14541.01,35
3270,Engenharia,4559.19,62
3271,TI,5370.32,58
3272,Vendas,5933.49,32
3273,TI,5424.46,47
3274,TI,3599.21,64
3275,RH,13584.05,49
3276,Engenharia,5351.86,39
3277,TI,13399.39,62
3278,Vendas,14666.57,57
3279,Diretoria,5429.94,25
3280,Engenharia,7401.83,61
3281,TI,8682.18,51
3282,Engenharia,13715.48,23
3283,Marketing,3480.21,21
3284,RH,12791.93,49
3285,TI,14158.98,48
3286,Vendas,10587.71,53
3287,TI,10774.39,28
3288,TI,12102.6,57
3289,Diretoria,10310.64,20
3290,TI,6603.77,65
3291,TI,14579.92,39
3292,TI,13929.33,32
3293,TI,10646.65,29
3294,TI,8638.61,40
3295,Diretoria,8967.81,43
3296,TI,8845.04,22
3297,Diretoria,10687.21,21
3298,TI,3565.79,30
3299,TI,6262.01,41
3300,Diretoria,8711.94,36
3301,RH,10042.78,29
3302,TI,3019.38,58
3303,RH,10390.41,56
3304,Marketing,10218.59,28
3305,TI,9626.5,46
3306,Marketing,8431.5,52
3307,Diretoria,10003.34,26
3308,Marketing,13895.31,40
3309,Diretoria,8383.48,32
3310,Marketing,8344.03,29
3311,Vendas,3077.42,34
3312,TI,14155.4,51
3313,Marketing,5710.21,34
3314,Marketing,8431.8,43
3315,Diretoria,14885.95,21
3316,Marketing,14426.39,25
3317,TI,11150.53,25
3318,TI,8193.4,45
3319,RH,7597.2,56
3320,Diretoria,4555.46,48
3321,Diretoria,11197.1,65
3322,Marketing,7174.42,62
3323,Marketing,10398.76,26
3324,Marketing,7126.4,32
3325,Engenharia,13379.69,59
3326,Marketing,3619.18,30
3327,Engenharia,5474.26,43
3328,Diretoria,13288.45,55
3329,Engenharia,4560.99,28
3330,Marketing,5439.89,36
3331,Vendas,13148.73,63
3332,Engenharia,8441.23,52
3333,Engenharia,6892.75,55
3334,Vendas,8312.13,51
3335,TI,5689.91,49
3336,Engenharia,5173.31,65
3337,Marketing,14513.1,65
3338,Marketing,12456.03,31
3339,RH,14149.93,25
3340,Diretoria,9114.64,50
3341,RH,12394.72,45
3342,Engenharia,7686.32,36
3343,Vendas,3323.66,49
3344,TI,12814.59,44
3345,Engenharia,5064.61,61
3346,RH,14424.04,31
3347,Vendas,4019.51,53
3348,Engenharia,4809.61,46
3349,Diretoria,7727.09,25
3350,Marketing,10685.71,22
3351,Engenharia,13185.16,45
3352,RH,14919.83,37
3353,Diretoria,14870.73,63
3354,Marketing,11099.53,38
3355,Diretoria,13138.83,26
3356,RH,13369.06,27
3357,Diretoria,12382.87,28
3358,Engenharia,11703.64,30
3359,Diretoria,12155.49,34
3360,TI,11468.87,30
3361,Marketing,5296.2,21
3362,Vendas,13398.66,30
3363,TI,6759.54,24
3364,Marketing,8876.68,34
3365,Marketing,11303.8,26
3366,Engenharia,5180.27,26
3367,RH,14025.38,40
3368,TI,14248.99,34
3369,Diretoria,13649.98,65
3370,Marketing,7444.51,56
3371,Marketing,3333.12,24
3372,RH,13154.23,35
3373,Diretoria,7425.83,50
3374,Marketing,4029.49,32
3375,Engenharia,3927.86,25
3376,RH,3625.5,59
3377,TI,12153.72,49
3378,TI,13610.28,32
3379,Engenharia,13704.27,39
3380,RH,5489.48,27
3381,Engenharia,12861.55,51
3382,TI,14712.38,64
3383,Engenharia,6134.6,28
3384,TI,7829.65,61
3385,Engenharia,14637.66,24
3386,RH,3162.17,65
3387,Marketing,14621.36,46
3388,Marketing,7273.58,26
3389,Engenharia,11400.98,34
3390,Engenharia,3372.64,39
3391,Diretoria,10522.59,48
3392,Engenharia,4957.27,28
3393,Engenharia,6754.37,42
3394,TI,5568.5,20
3395,Diretoria,11433.97,47
3396,TI,4932.86,28
3397,Diretoria,11691.31,48
3398,TI,3059.82,52
3399,RH,3792.61,26
3400,Diretoria,9515.18,20
3401,Diretoria,4377.64,51
3402,Vendas,13243.24,23
3403,Marketing,7167.73,53
3404,RH,4060.88,52
3405,Engenharia,5050.15,63
3406,Marketing,14803.62,48
3407,TI,10950.25,56
3408,Diretoria,3528.42,46
3409,Diretoria,5606.28,65
3410,Marketing,9147.95,39
3411,Marketing,11959.74,58
3412,Marketing,5586.09,54
3413,Vendas,6315.57,36
3414,Engenharia,5765.75,41
3415,Engenharia,7225.33,47
3416,Diretoria,10872.24,63
3417,Vendas,7941.09,39
3418,Marketing,11641.71,54
3419,Diretoria,6442.16,55
3420,TI,7402.93,57
3421,Marketing,7604.16,26
3422,Diretoria,4898.59,37
3423,Vendas,7524.1,29
3424,Marketing,8265.96,24
3425,TI,13168.84,46
3426,RH,3578.79,43
3427,Vendas,10022.48,39
3428,Vendas,12169.09,39
3429,Marketing,10074.39,28
3430,RH,9585.4,38
3431,TI,6616.49,47
3432,Engenharia,4588.91,30
3433,Diretoria,13021.64,53
3434,Vendas,8805.05,55
3435,Vendas,4605.48,44
3436,Vendas,5958.95,63
3437,Vendas,4683.89,33
3438,Diretoria,11135.3,52
3439,TI,10529.19,36
3440,RH,10141.7,37
3441,Marketing,6292.86,45
3442,Marketing,8499.76,27
3443,Engenharia,5779.65,60
3444,TI,12155.72,21
3445,Diretoria,14410.32,31
3446,Vendas,12038.59,28
3447,Engenharia,12619.62,27
3448,Vendas,4374.32,31
3449,RH,13793.35,30
3450,Marketing,12409.37,37
3451,Engenharia,4550.36,39
3452,Vendas,3352.14,48
3453,Engenharia,6290.05,23
3454,TI,3220.16,31
3455,Diretoria,13539.35,24
3456,Vendas,11486.23,63
3457,TI,11123.09,50
3458,Marketing,9501.88,61
3459,Marketing,12942.74,44
3460,Marketing,8173.42,39
3461,Diretoria,9502.05,52
3462,Diretoria,9434.63,50
3463,RH,9841.42,53
3464,Marketing,11834.83,22
3465,Marketing,8848.31,20
3466,Marketing,7725.58,54
3467,Marketing,5453.78,42
3468,Marketing,8788.0,35
3469,RH,7322.13,36
3470,Engenharia,5289.97,37
3471,Vendas,12507.96,50
3472,Diretoria,5098.26,44
3473,TI,5822.4,27
3474,RH,4048.51,45
3475,TI,8723.39,35
3476,Marketing,8629.17,54
3477,RH,14728.32,47
3478,TI,10113.85,21
3479,Vendas,10036.06,55
3480,Engenharia,5097.14,60
3481,Marketing,8170.22,51
3482,TI,12130.93,32
3483,TI,13199.74,26
3484,TI,7309.42,39
3485,Engenharia,14916.02,44
3486,Engenharia,9096.38,29
3487,Marketing,12945.79,55
3488,Engenharia,13973.08,40
3489,Marketing,7969.37,36
3490,Marketing,3814.07,60
3491,Engenharia,9299.13,53
3492,TI,8328.33,61
3493,RH,3175.7,32
3494,Marketing,4107.88,62
3495,Engenharia,7538.44,36
3496,Marketing,10349.03,32
3497,TI,7050.0,61
3498,Diretoria,14733.49,50
3499,Marketing,7010.14,37
3500,Diretoria,6316.08,20
3501,Diretoria,9748.45,58
3502,RH,4487.55,25
3503,TI,4583.76,37
3504,TI,7965.99,48
3505,Vendas,8674.58,63
3506,RH,6936.28,38
3507,Vendas,3593.22,58
3508,RH,7833.39,27
3509,Diretoria,5414.03,35
3510,Marketing,8258.42,52
3511,Engenharia,9748.9,38
3512,Vendas,9551.42,36
3513,TI,13846.59,45
3514,Marketing,12523.62,48
3515,Engenharia,14660.57,29
3516,RH,8148.56,54
3517,Diretoria,9213.12,55
3518,Diretoria,11072.32,34
3519,Marketing,9141.53,63
3520,Engenharia,4308.37,64
3521,RH,9116.7,56
3522,Marketing,6080.91,52
3523,RH,11802.1,42
3524,Marketing,5628.42,28
3525,Engenharia,3660.37,44
3526,Engenharia,7975.79,54
3527,Diretoria,4539.44,42
3528,Diretoria,13159.31,51
3529,RH,3449.36,54
3530,Vendas,7369.29,64
3531,RH,6816.92,25
3532,Engenharia,13600.27,65
3533,TI,6467.07,33
3534,Engenharia,9145.37,38
3535,Vendas,7023.41,61
3536,Engenharia,7766.95,33
3537,Marketing,7166.31,26
3538,Marketing,14945.37,22
3539,Marketing,6237.31,31
3540,Vendas,4670.14,52
3541,RH,3599.58,54
3542,RH,4445.51,46
3543,Vendas,14752.96,20
3544,RH,11638.15,23
3545,Vendas,7052.84,43
3546,Marketing,8430.04,50
3547,TI,10505.06,52
3548,Vendas,6670.12,38
3549,Vendas,7714.48,52
3550,TI,9161.21,59
3551,RH,5612.05,61
3552,RH,4679.82,38
3553,Engenharia,11448.72,37
3554,Marketing,13455.8,59
3555,Diretoria,11928.58,50
3556,Engenharia,5832.8,41
3557,Engenharia,11374.69,52
3558,Marketing,8333.67,37
3559,TI,5613.08,45
3560,Marketing,14321.07,34
3561,TI,6632.87,29
3562,Vendas,4899.66,23
3563,RH,8661.6,38
3564,Engenharia,14875.07,65
3565,RH,14411.41,20
3566,TI,12364.86,44
3567,TI,12768.75,54
